"","STAT_ID","duration","Continent","HCO3_avg","HCO3_dif","HCO3_slope","HCO3_rc","sc","sm","Shape_Area","carbonate","sedimentary","slope","annual_runoff"
"152",100558,2,"North America",745.692652173913,303.193,149.346079622132,66.0712417844877,0.00215195188387796,0,229407816.08,"low carbonate","low sedimentary","augmented",235
"153",100573,3.2,"North America",1328.2770952381,-196.666,-62.0424286949006,-19.9999796609687,0.09,0.000349449807147481,2133831520.75,"low carbonate","low sedimentary","diminished",384.55
"154",100591,13.4,"North America",717.39625,-213.056,-15.912715367301,-30.2326736396389,0,0,61986316.69,"low carbonate","low sedimentary","diminished",305
"155",100603,21.3,"North America",382.18799,65.556,3.07280595864903,21.0528344059501,0.00114375139054456,0,4151242137.11,"low carbonate","low sedimentary","augmented",314.43
"156",100604,21.3,"North America",400.569038961039,32.778,1.53679768786127,10.0000915256409,0.00139529840241036,0,2802987394.71,"low carbonate","low sedimentary","augmented",316.44
"157",100607,27.8,"North America",250.8206,32.778,1.18092685815813,11.7648325616453,0,0,22891975.58,"low carbonate","low sedimentary","augmented",327
"158",100608,16.3,"North America",493.643482758621,16.389,1.002679349648,3.70373718358685,0,0,3493045197.41,"low carbonate","low sedimentary","augmented",305.61
"159",100609,0.6,"North America",289.591,371.372,648.568325358852,357.414946345219,0,0,58174695.7,"low carbonate","low sedimentary","augmented",425
"160",100612,0.6,"North America",104.342333333333,96.694,169.679375,536.354559573996,0,0,62183097.58,"low carbonate","low sedimentary","augmented",394
"161",100613,0.6,"North America",617.313333333333,360.555,626.678928571429,84.6154748773791,0,0,128322704.13,"low carbonate","low sedimentary","augmented",390.85
"162",100615,20.6,"North America",489.126338028169,229.444,11.1158826652509,63.6363384227094,0,0,1943230804.01,"low carbonate","low sedimentary","augmented",312.68
"163",100617,0.6,"North America",230.247,424.504,737.828380952381,2359.01083634343,0,0,41870385.74,"low carbonate","low sedimentary","augmented",474.21
"164",100627,19.2,"North America",575.233837837838,-65.5549999999999,-3.42213601258581,-10.5262566315979,0.01,0.00271714111770051,22073137278.51,"low carbonate","low sedimentary","diminished",321.37
"165",100628,3.4,"North America",550.66524,278.61,81.03,60.7141611896585,0.01,0.00263067064616341,22798684047.94,"low carbonate","low sedimentary","augmented",322.54
"166",100632,2.5,"North America",509.085609756098,59,23.6648351648352,16.0714772139141,0,0,34542175.89,"low carbonate","low sedimentary","augmented",343
"167",100633,24.1,"North America",438.080259668508,0,0,0,0,0,5766445602.35,"low carbonate","low sedimentary","stayed the same",335.35
"168",100635,0.6,"North America",314.666,399.887,708.537645631068,435.711172612173,0,0,45969707.9,"low carbonate","low sedimentary","augmented",339
"169",100636,4.8,"North America",685.558076923077,-671.943,-140.30846395881,-77.3585122880375,0,0,66886837.16,"low carbonate","low sedimentary","diminished",439.08
"170",100643,5.9,"North America",547.501565217391,-167.494,-28.2249815327793,-30.3985713067135,0,0,56750378.67,"low carbonate","low sedimentary","diminished",343
"171",100644,1.6,"North America",227.395375,196.667,122.288679727428,300.003050873312,0.03,0,126256184.72,"low carbonate","low sedimentary","augmented",376.86
"172",100653,1.3,"North America",262.2215,-32.778,-25.9522125813449,-10.0000915256409,0,0,214215921.44,"low carbonate","low sedimentary","diminished",363.65
"173",100654,27.4,"North America",278.628849557522,93.417,3.4104025805161,47.500330509595,0,0,1929243761.83,"low carbonate","low sedimentary","augmented",349
"174",100663,22.6,"North America",316.964888888889,213.055,9.42949860555354,92.8570805948293,0.00037170578784097,0,13796900908.45,"low carbonate","low sedimentary","augmented",336.13
"175",100664,19.6,"North America",348.156130434783,-16.389,-0.837930382406497,-5.26320860148752,0,0,5955116780.05,"low carbonate","low sedimentary","diminished",463.18
"176",100665,22.5,"North America",863.28255,-409.721,-18.1865699866229,-64.1025400326989,0,0,3589607105.49,"low carbonate","low sedimentary","diminished",302.07
"177",100666,13.6,"North America",412.2088125,81.944,6.01197185929648,26.3157218646833,0,0,17911169712.31,"low carbonate","low sedimentary","augmented",367.52
"178",100668,19.9,"North America",245.170515151515,-131.111,-6.57265691525889,-38.0952796034472,0,0.15,2764868965.8,"low carbonate","low sedimentary","diminished",194.63
"179",100669,25.2,"North America",47.00425,-16.389,-0.651277626565052,-33.3333333333333,0,0,250411036.68,"low carbonate","low sedimentary","diminished",209
"180",100670,18.9,"North America",259.880252747253,360.554,19.0589732078204,62.8569934275902,0,0.57,3361504654.68,"low carbonate","high sedimentary","augmented",218.62
"181",100672,2,"North America",134.145740740741,0,0,0,0,0,58953906.54,"low carbonate","low sedimentary","stayed the same",74
"182",100673,2,"North America",421.193470588235,114.722,58.0770180305132,21.8750178761086,0,0,183107851.01,"low carbonate","low sedimentary","augmented",47.3
"183",100675,2,"North America",524.97,278.611,140.849051246537,44.7369519698897,0,0,1619563645.59,"low carbonate","low sedimentary","augmented",54.93
